tour_id,guide_name,city,tour_title,duration_hours,group_size_max,base_price_usd,years_of_experience,transport_included,meals_included,rating,number_of_reviews,cluster_label,available_datetime,accessibility,languages_spoken,long_tour,large_group,senior_guide,high_rating,price_score,rating_score,reviews_score,experience_score,duration_score,transport_score,meal_score,senior_guide_score,rating_bonus,tour_score,tour_description
11,mahmoud ali,Sharm El Sheikh,VIP Ras Mohammed Diving Experience,8.9,2,161.89,12.0,1,1,4.9,180,Luxury,2026-10-02 15:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5315953937850819,0.98,0.8869965279490463,0.6,0.898989898989899,1,1,1,1,0.9078076612647596,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
12,mahmoud ali,Sharm El Sheikh,VIP Ras Mohammed Diving Experience,8.9,2,161.89,12.0,1,1,4.9,180,Luxury,2026-09-19 16:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5315953937850819,0.98,0.8869965279490463,0.6,0.898989898989899,1,1,1,1,0.9078076612647596,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
13,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-10-17 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
14,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-07-28 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
15,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-04-03 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
16,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-03-08 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
17,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-02-28 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
18,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-02-25 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
19,mahmoud ali,Hurghada,VIP Liveaboard Dive Experience,9.2,4,191.82,15.0,1,1,5.0,164,Luxury,2026-02-10 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4416695773663989,1.0,0.8712048655617235,0.75,0.9387755102040816,1,1,1,1,0.905845725147479,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
20,ali saad,Luxor,Exclusive Luxor Full-Day Experience,9.6,5,138.45,12.0,1,1,5.0,98,Luxury,2026-07-20 08:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.5932367717483915,1.0,0.7840449514668009,0.6,0.9795918367346936,1,1,1,1,0.9032940987150084,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
21,ali saad,Luxor,Exclusive Luxor Full-Day Experience,9.6,5,138.45,12.0,1,1,5.0,98,Luxury,2026-06-28 14:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.5932367717483915,1.0,0.7840449514668009,0.6,0.9795918367346936,1,1,1,1,0.9032940987150084,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
22,ali saad,Luxor,Exclusive Luxor Full-Day Experience,9.6,5,138.45,12.0,1,1,5.0,98,Luxury,2026-06-12 11:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.5932367717483915,1.0,0.7840449514668009,0.6,0.9795918367346936,1,1,1,1,0.9032940987150084,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
23,ali saad,Luxor,Exclusive Luxor Full-Day Experience,9.6,5,138.45,12.0,1,1,5.0,98,Luxury,2026-10-21 09:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.5932367717483915,1.0,0.7840449514668009,0.6,0.9795918367346936,1,1,1,1,0.9032940987150084,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
24,ali saad,Luxor,Exclusive Luxor Full-Day Experience,9.6,5,138.45,12.0,1,1,5.0,98,Luxury,2026-06-20 11:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.5932367717483915,1.0,0.7840449514668009,0.6,0.9795918367346936,1,1,1,1,0.9032940987150084,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
25,mahmoud ali,Sharm El Sheikh,Exclusive Sharm Night Dive & Dinner,9.4,3,171.23,11.0,1,1,5.0,127,Luxury,2026-10-23 16:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5045714947051676,1.0,0.8278804376949779,0.55,0.9494949494949496,1,1,1,1,0.902376753843756,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
26,mahmoud ali,Sharm El Sheikh,Exclusive Sharm Night Dive & Dinner,9.4,3,171.23,11.0,1,1,5.0,127,Luxury,2026-03-01 14:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5045714947051676,1.0,0.8278804376949779,0.55,0.9494949494949496,1,1,1,1,0.902376753843756,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
27,mahmoud ali,Sharm El Sheikh,Exclusive Sharm Night Dive & Dinner,9.4,3,171.23,11.0,1,1,5.0,127,Luxury,2026-06-02 09:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5045714947051676,1.0,0.8278804376949779,0.55,0.9494949494949496,1,1,1,1,0.902376753843756,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
28,mahmoud ali,Sharm El Sheikh,Exclusive Sharm Night Dive & Dinner,9.4,3,171.23,11.0,1,1,5.0,127,Luxury,2026-09-27 11:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5045714947051676,1.0,0.8278804376949779,0.55,0.9494949494949496,1,1,1,1,0.902376753843756,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
29,mahmoud ali,Sharm El Sheikh,Exclusive Sharm Night Dive & Dinner,9.4,3,171.23,11.0,1,1,5.0,127,Luxury,2026-10-03 08:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.5045714947051676,1.0,0.8278804376949779,0.55,0.9494949494949496,1,1,1,1,0.902376753843756,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
30,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-07-16 10:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
31,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-09-11 14:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
32,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-10-03 15:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
33,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-12-27 14:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
34,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-06-19 09:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
35,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-04-26 11:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
36,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-03-24 10:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
37,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-02-28 11:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
38,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-02-20 10:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
39,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-02-20 09:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
40,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-02-19 08:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
41,fatma mostafa,Luxor,Exclusive Luxor Full-Day Experience,8.8,6,166.36,13.0,1,1,4.9,166,Luxury,2026-02-11 10:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.5112377706613391,0.98,0.8732606202091008,0.65,0.8979591836734694,1,1,1,1,0.902234850485756,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
42,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-07-18 08:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
43,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-07-04 16:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
44,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-12-19 16:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
45,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-06-03 15:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
46,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-02-15 09:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
47,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-03-20 14:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
48,khaled ali,Luxor,Royal Tombs & Hatshepsut Private Tour,9.8,2,208.05,20.0,1,1,4.9,161,Luxury,2026-02-10 10:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.3887534154008872,0.98,0.8680740332862297,1.0,1.0,1,1,1,1,0.8988938498616461,Explore the best of Hurghada with an expert guide. Discover historical sites and hidden gems.
49,aisha ibrahim,Hurghada,VIP Liveaboard Dive Experience,7.9,2,189.75,16.0,1,1,5.0,164,Luxury,2026-10-16 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4476947258120852,1.0,0.8712048655617235,0.8,0.8061224489795918,1,1,1,1,0.8931829338695986,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
50,aisha ibrahim,Hurghada,VIP Liveaboard Dive Experience,7.9,2,189.75,16.0,1,1,5.0,164,Luxury,2026-02-15 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4476947258120852,1.0,0.8712048655617235,0.8,0.8061224489795918,1,1,1,1,0.8931829338695986,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
51,aisha ibrahim,Hurghada,VIP Liveaboard Dive Experience,7.9,2,189.75,16.0,1,1,5.0,164,Luxury,2026-03-22 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4476947258120852,1.0,0.8712048655617235,0.8,0.8061224489795918,1,1,1,1,0.8931829338695986,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
52,aisha ibrahim,Hurghada,VIP Liveaboard Dive Experience,7.9,2,189.75,16.0,1,1,5.0,164,Luxury,2026-04-03 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4476947258120852,1.0,0.8712048655617235,0.8,0.8061224489795918,1,1,1,1,0.8931829338695986,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
53,aisha ibrahim,Hurghada,VIP Liveaboard Dive Experience,7.9,2,189.75,16.0,1,1,5.0,164,Luxury,2026-09-05 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.4476947258120852,1.0,0.8712048655617235,0.8,0.8061224489795918,1,1,1,1,0.8931829338695986,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
54,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-09-21 08:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
55,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-09-16 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
56,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-07-01 09:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
57,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-06-26 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
58,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-04-28 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
59,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-06-24 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
60,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-06-07 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
61,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-12-27 16:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
62,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-04-11 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
63,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-03-24 08:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
64,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-03-08 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
65,ahmed ibrahim,Sharm El Sheikh,Private Blue Hole Deep Dive Tour,9.9,2,233.68,10.0,1,1,4.8,175,Luxury,2026-02-27 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.3238817198078815,0.96,0.8822167876276004,0.5,1.0,1,1,1,1,0.8889423688876882,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
66,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-02-06 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
67,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-12-25 11:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
68,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-10-15 16:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
69,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-07-18 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
70,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-02-21 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
71,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-04-04 08:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
72,omar ibrahim,Luxor,Private Valley of the Kings VIP,9.2,5,240.14,13.0,1,1,4.9,178,Luxury,2026-06-20 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2944736610159533,0.98,0.8851006687585876,0.65,0.9387755102040816,1,1,1,1,0.8876000843116504,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
